timestamp,sexo,pais_origen,provincia_españa,compania_viaje,dias_estancia,num_empleados_activos,sat_oferta_idiomas,sat_visitas_guiadas,canal_localizacion,sat_trato_personal,sat_idioma_personal,sat_info_general,utilidad_info,sat_tiempo_espera,sat_limpieza,sat_ubicacion,sat_global,sat_horario_valoracion,volveria_usar,sat_mobiliario,sat_iluminacion,sat_folletos_contenido,sat_plano,info_previa_medio,sat_ruido,sat_folletos_idioma,edad,motivo_visita,sat_claridad_lenguaje,sat_folletos_adecuacion,sat_distribucion_espacio,sat_horario_score,instalaciones_visitadas,transporte_llegada,sat_aspecto_personal,sat_senalizacion
2024-06-19,Mujer,España,Segovia,En pareja,2 noches,7,10,10,Los ha encontrado en su recorrido,10,10,10,10,7,7,8,10,10,Sí,9,9,10,10,No ha buscado información,6,10,+65,Familia,10,10,9,9,PIT del Paseo del Prado,Tren,10,10
2024-06-19,Mujer,España,Madrid,Residente,Residente,4,10,10,Los había visto anteriormente,10,10,10,10,4,9,10,9,4,Sí,9,9,10,10,No ha buscado información,4,10,+65,Otros (Indicar cuál),10,10,9,4,PIT Palacio Real,Residente,10,10
2024-06-19,Mujer,España,Asturias,En pareja,2 noches,9,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,7,8,10,8,Sí,9,9,9,10,Guías turísticas publicadas sobre la ciudad,5,10,+65,"Ocio, recreo y vacaciones",10,10,9,7,PIT del Paseo del Prado,Coche particular,10,5
2024-06-19,Mujer,México,Madrid,En familia,De 4 a 7 noches,10,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,10,10,10,10,Sí,10,10,10,10,No ha buscado información,10,10,25-44,"Ocio, recreo y vacaciones",10,10,10,10,Centro de Turismo de la Plaza Mayor,Avión,10,10
2024-06-19,Hombre,España,Madrid,Residente,Residente,5,10,10,Los había visto anteriormente,10,10,10,10,5,10,10,10,5,Sí,9,9,10,10,No ha buscado información,5,10,+65,Otros (Indicar cuál),10,10,9,5,PIT de CentroCentro,Residente,10,10
2024-06-19,Hombre,España,Madrid,Residente,Residente,5,10,10,Los había visto anteriormente,10,10,10,10,5,10,10,9,10,Sí,10,10,10,10,No ha buscado información,8,10,+65,Residente,10,10,4,10,Centro de Turismo de la Plaza Mayor,Residente,10,4
2024-06-19,Hombre,España,Madrid,En pareja,Residente,10,10,10,Los había visto anteriormente,10,10,10,10,10,10,10,10,10,Sí,10,10,10,10,No ha buscado información,10,10,+65,"Ocio, recreo y vacaciones",10,10,10,10,Centro de Turismo de la Plaza Mayor,Residente,10,10
2024-06-19,Hombre,España,Madrid,Residente,Residente,7,10,10,Los había visto anteriormente,10,10,10,10,7,8,10,10,9,Sí,10,8,10,10,No ha buscado información,6,10,+65,Residente,10,10,10,9,PIT del Paseo del Prado,Residente,10,9
2024-06-19,Mujer,España,Madrid,Residente,Residente,7,7,7,Los había visto anteriormente,7,7,7,7,7,7,7,7,7,Sí,7,7,7,7,No ha buscado información,7,7,45-64,Residente,7,7,7,7,Centro de Turismo de la Plaza Mayor,Residente,7,7
2024-06-19,Hombre,España,Islas Baleares,En pareja,De 4 a 7 noches,10,10,10,Los ha encontrado en su recorrido,10,10,10,9,10,10,8,10,8,Sí,9,10,9,10,Teléfono,8,10,15-24,"Ocio, recreo y vacaciones",10,1,9,10,PIT del Aeropuerto T-2,Avión,10,7
2024-06-19,Mujer,España,Madrid,Residente,Residente,10,10,10,Los había visto anteriormente,10,10,10,10,10,10,10,10,10,Sí,10,10,10,10,No ha buscado información,10,10,45-64,Residente,10,10,10,10,PIT Cuesta de Moyano,Residente,10,10
2024-06-19,Mujer,España,Burgos,En familia,2 noches,7,10,10,Los ha encontrado en su recorrido,9,9,10,10,9,9,10,10,10,Sí,9,9,9,10,Guías turísticas publicadas sobre la ciudad,9,10,+65,"Ocio, recreo y vacaciones",9,10,10,10,PIT Palacio Real,Coche particular,9,9
2024-06-19,Hombre,España,Sevilla,En pareja,3 noches,10,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,10,10,10,10,Sí,5,10,10,10,No ha buscado información,10,10,+65,"Ocio, recreo y vacaciones",10,10,10,10,Centro de Turismo de la Plaza Mayor,Tren,10,10
2024-06-19,Hombre,España,Barcelona,En pareja,2 noches,5,7,10,Los ha encontrado en su recorrido,10,10,10,10,7,10,10,8,10,Sí,8,10,10,10,Internet/web (Indicar páginas),8,7,45-64,Cultura,10,10,6,10,Centro de Turismo de la Plaza Mayor,Tren,10,5
2024-06-19,Mujer,España,Vizcaya,En pareja,2 noches,10,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,10,10,10,10,Sí,8,10,10,10,No ha buscado información,10,10,45-64,"Ocio, recreo y vacaciones",10,10,10,10,Centro de Turismo de la Plaza Mayor,Coche particular,10,10
2024-06-20,Hombre,Colombia,Madrid,Sólo,De 4 a 7 noches,8,9,10,Los ha encontrado en su recorrido,10,10,10,10,8,8,8,8,8,Sí,7,9,8,7,No ha buscado información,7,9,45-64,"Ocio, recreo y vacaciones",10,8,7,9,PIT del Aeropuerto T-4,Avión,10,9
2024-06-20,Hombre,Argentina,Madrid,En pareja,De 4 a 7 noches,8,9,10,Los había visto anteriormente,9,10,10,10,9,8,9,9,10,Sí,8,9,9,10,Guías turísticas publicadas sobre la ciudad,7,9,45-64,Compras,10,9,7,8,PIT del Aeropuerto T-4,Avión,10,9
2024-06-20,Hombre,España,Valencia,En pareja,3 noches,7,8,10,Los ha encontrado en su recorrido,10,10,10,10,8,8,9,9,9,Sí,7,9,10,10,Guías turísticas publicadas sobre la ciudad,7,10,25-44,Gastronomía,10,10,8,9,PIT del Aeropuerto T-4,Avión,10,8
2024-06-20,Hombre,Países Bajos,Madrid,Con amigos,De 4 a 7 noches,10,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,9,10,10,10,Sí,10,9,10,10,Internet/web (Indicar páginas),8,10,15-24,Cultura,10,10,9,10,Centro de Turismo de la Plaza Mayor,Avión,10,10
2024-06-20,Hombre,España,Sevilla,Sólo,3 noches,6,10,10,Los ha encontrado en su recorrido,10,10,10,10,8,8,10,8,9,Sí,7,9,7,8,Guías turísticas publicadas sobre la ciudad,7,10,45-64,"Ocio, recreo y vacaciones",10,7,7,9,PIT del Aeropuerto T-4,Avión,10,8
2024-06-20,Mujer,España,Madrid,Residente,Residente,8,8,10,Los había visto anteriormente,10,10,10,9,8,8,9,8,8,Sí,8,9,9,10,No ha buscado información,7,10,45-64,Residente,10,10,8,9,PIT de Atocha,Avión,10,9
2024-06-20,Hombre,España,Alicante,En familia,De 4 a 7 noches,10,10,10,Los había visto anteriormente,10,10,10,10,10,10,10,10,10,Sí,10,10,10,10,No ha buscado información,10,10,45-64,"Ocio, recreo y vacaciones",10,10,10,10,Centro de Turismo de la Plaza Mayor,Tren,10,10
2024-06-20,Hombre,Reino Unido,Madrid,En familia,De 4 a 7 noches,10,10,10,Tenía información previa de su ubicación,10,10,10,10,10,10,10,10,10,Sí,10,10,10,10,Guías turísticas publicadas sobre la ciudad,9,10,+65,"Ocio, recreo y vacaciones",10,10,10,10,PIT Palacio Real,Avión,10,10
2024-06-20,Mujer,Francia,Madrid,En familia,De 4 a 7 noches,9,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,10,10,9,10,Sí,10,10,9,10,Guías turísticas publicadas sobre la ciudad,9,1,+65,Cultura,10,10,10,10,PIT Palacio Real,Avión,10,8
2024-06-20,Hombre,España,Madrid,Residente,Residente,10,10,10,Los había visto anteriormente,10,10,10,10,10,10,10,10,10,Sí,10,10,10,10,No ha buscado información,10,10,+65,Residente,10,10,10,10,Centro de Turismo de la Plaza Mayor,Residente,10,10
2024-06-20,Mujer,España,Madrid,Residente,Residente,10,10,10,Los había visto anteriormente,10,10,10,10,10,10,10,10,10,Sí,10,10,10,10,No ha buscado información,10,10,45-64,Residente,10,10,10,10,Centro de Turismo de la Plaza Mayor,Residente,10,10
2024-06-20,Mujer,España,Guipúzcoa,En pareja,2 noches,10,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,10,10,10,10,Sí,10,10,10,10,No ha buscado información,10,10,25-44,"Ocio, recreo y vacaciones",10,10,10,10,Centro de Turismo de la Plaza Mayor,Coche particular,10,10
2024-06-20,Mujer,Francia,Madrid,En pareja,2 noches,10,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,10,10,10,10,Sí,10,10,10,10,Guías turísticas publicadas sobre la ciudad,10,10,25-44,Cultura,10,10,10,10,Centro de Turismo de la Plaza Mayor,Avión,10,10
2024-06-20,Hombre,Estados Unidos,Madrid,Con amigos,De 4 a 7 noches,10,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,10,10,10,10,Sí,10,10,10,10,No ha buscado información,10,10,45-64,"Ocio, recreo y vacaciones",10,10,10,10,Centro de Turismo de la Plaza Mayor,Avión,10,10
2024-06-20,Hombre,España,Barcelona,Con amigos,2 noches,10,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,10,10,10,10,Sí,10,10,10,10,No ha buscado información,10,10,15-24,Familia,10,10,10,10,Centro de Turismo de la Plaza Mayor,Tren,10,10
2024-06-20,Mujer,Reino Unido,Madrid,En pareja,3 noches,10,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,10,10,10,10,Sí,10,10,10,10,Guías turísticas publicadas sobre la ciudad,10,10,45-64,Familia,10,10,10,10,Centro de Turismo de la Plaza Mayor,Avión,10,10
2024-06-20,Mujer,Países Bajos,Madrid,En pareja,De 4 a 7 noches,10,9,10,Los ha encontrado en su recorrido,10,10,10,10,8,10,9,10,10,Sí,9,10,9,9,No ha buscado información,7,10,25-44,"Ocio, recreo y vacaciones",10,9,9,10,PIT Palacio Real,Avión,10,6
2024-06-20,Mujer,Albania,Madrid,Sólo,3 noches,9,9,9,Los ha encontrado en su recorrido,9,9,9,9,9,9,9,9,9,Sí,9,9,9,9,No ha buscado información,9,9,25-44,"Ocio, recreo y vacaciones",9,9,9,9,PIT del Paseo del Prado,Tren,9,9
2024-06-20,Mujer,España,Madrid,En familia,Residente,10,10,10,Los había visto anteriormente,10,10,10,10,10,10,10,10,10,Sí,10,10,10,10,No ha buscado información,10,10,+65,"Ocio, recreo y vacaciones",10,10,10,10,Centro de Turismo de la Plaza Mayor,Residente,10,10
2024-06-20,Hombre,España,Madrid,Sólo,Residente,10,10,10,Los había visto anteriormente,10,10,10,10,10,10,10,10,10,Sí,10,10,10,10,No ha buscado información,10,10,+65,"Ocio, recreo y vacaciones",10,10,10,10,Centro de Turismo de la Plaza Mayor,Residente,10,10
2024-06-20,Hombre,Reino Unido,Madrid,En pareja,De 4 a 7 noches,9,9,9,Los ha encontrado en su recorrido,9,9,9,9,9,9,9,9,9,Sí,9,9,9,9,No ha buscado información,9,9,25-44,Cultura,9,9,9,9,PIT del Paseo del Prado,Avión,9,9
2024-06-20,Hombre,España,Cádiz,Sólo,De 1 a 2 semanas,9,9,10,Los ha encontrado en su recorrido,10,10,10,10,9,9,9,9,9,Sí,9,9,8,8,Otros (Indicar),9,9,+65,"Ocio, recreo y vacaciones",10,8,9,9,PIT Cuesta de Moyano,Tren,10,9
2024-06-20,Mujer,Australia,Madrid,En pareja,3 noches,1,10,10,Los ha encontrado en su recorrido,10,10,10,10,9,9,7,10,10,Sí,8,10,10,10,Internet/web (Indicar páginas),7,10,45-64,"Ocio, recreo y vacaciones",10,10,8,10,PIT del Paseo del Prado,Avión,10,10
2024-06-20,Mujer,España,Madrid,Residente,Residente,9,10,10,Los había visto anteriormente,10,10,10,10,9,10,10,9,9,Sí,9,9,9,10,No ha buscado información,10,9,+65,Residente,10,9,9,9,PIT de Atocha,Residente,10,10
2024-06-20,Hombre,España,Valencia,En familia,2 noches,9,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,6,10,10,10,Sí,10,9,10,10,Otros (Indicar),6,10,+65,Familia,10,10,4,10,PIT del Paseo del Prado,Autobús,10,10
2024-06-20,Mujer,Venezuela,Madrid,Con amigos,De 4 a 7 noches,9,10,10,Los ha encontrado en su recorrido,10,10,10,10,9,9,10,9,10,Sí,10,9,10,10,No ha buscado información,5,10,25-44,"Ocio, recreo y vacaciones",10,10,8,10,PIT del Paseo del Prado,Avión,10,10
2024-06-20,Mujer,España,Cantabria,En familia,2 noches,10,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,7,10,10,10,Sí,9,10,10,10,No ha buscado información,5,10,15-24,Familia,10,10,9,10,PIT del Paseo del Prado,Autobús,10,9
2024-06-20,Mujer,España,Madrid,Residente,Residente,9,10,10,Los había visto anteriormente,10,10,10,10,9,7,10,10,10,Sí,6,10,10,10,No ha buscado información,7,10,+65,Residente,10,10,5,10,PIT del Paseo del Prado,Residente,10,10
2024-06-20,Mujer,España,Madrid,Residente,Residente,9,10,10,Los había visto anteriormente,10,10,10,10,9,7,10,9,10,Sí,10,10,7,6,Internet/web (Indicar páginas),8,7,45-64,Residente,10,7,10,10,PIT del Paseo del Prado,Residente,10,10
2024-06-20,Hombre,España,Madrid,En familia,3 noches,10,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,10,10,10,10,Sí,9,9,10,9,Internet/web (Indicar páginas),10,10,25-44,"Ocio, recreo y vacaciones",10,10,9,10,PIT de Atocha,Avión,10,10
2024-06-20,Hombre,España,Jaén,Sólo,De 4 a 7 noches,10,10,10,Otros,10,10,10,10,10,8,5,8,10,Sí,9,9,10,8,No ha buscado información,1,10,+65,Ver un espectáculo en particular (Indicar cuál),10,10,9,10,PIT de Estadio Santiago Bernabéu,Tren,10,8
2024-06-20,Mujer,España,Alicante,En familia,2 noches,9,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,10,10,10,10,Sí,10,10,10,10,No ha buscado información,8,10,45-64,"Ocio, recreo y vacaciones",10,10,10,10,Centro de Turismo de la Plaza Mayor,Coche particular,10,8
2024-06-20,Mujer,España,Navarra,En familia,3 noches,9,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,10,10,9,10,Sí,10,10,10,10,No ha buscado información,9,10,45-64,Ver un espectáculo en particular (Indicar cuál),10,10,9,10,PIT Palacio Real,Coche particular,10,7
2024-06-20,Hombre,España,Barcelona,En pareja,3 noches,10,10,10,Los había visto anteriormente,10,10,10,10,10,8,9,9,10,Sí,9,9,10,9,Internet/web (Indicar páginas),1,10,45-64,Negocios,10,10,9,10,PIT de Estadio Santiago Bernabéu,Avión,10,10
2024-06-20,Hombre,España,Madrid,Residente,Residente,8,10,10,Los había visto anteriormente,10,10,10,10,10,10,10,10,10,Sí,10,9,10,10,No ha buscado información,9,10,+65,"Ocio, recreo y vacaciones",10,10,10,10,PIT Palacio Real,Residente,10,9
2024-06-20,Mujer,España,Madrid,Residente,Residente,10,10,10,Los había visto anteriormente,10,10,10,10,10,9,9,10,10,Sí,9,9,10,10,No ha buscado información,3,10,+65,Residente,10,10,9,10,PIT de CentroCentro,Residente,10,10
2024-06-20,Hombre,España,Madrid,Residente,Residente,8,8,10,Los había visto anteriormente,10,10,10,10,9,7,9,8,8,Sí,7,10,10,10,No ha buscado información,4,9,25-44,Residente,10,9,8,8,PIT del Aeropuerto T-4,Avión,10,10
2024-06-20,Mujer,Argentina,Madrid,En pareja,3 noches,7,7,7,Los ha encontrado en su recorrido,7,7,7,7,7,7,7,7,7,Sí,7,7,7,7,Guías turísticas publicadas sobre la ciudad,7,7,+65,"Ocio, recreo y vacaciones",7,7,7,7,PIT de Callao,Avión,7,7
2024-06-20,Hombre,España,Cantabria,En pareja,3 noches,10,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,9,9,10,10,Sí,9,9,10,10,No ha buscado información,9,10,45-64,Familia,10,10,9,9,PIT de CentroCentro,Coche particular,10,9
2024-06-20,Mujer,Nueva Zelanda,Madrid,Sólo,3 noches,10,10,10,Los ha encontrado en su recorrido,10,10,9,9,10,9,8,9,10,Sí,9,9,10,10,Internet/web (Indicar páginas),1,10,45-64,Cultura,10,10,9,10,PIT de Estadio Santiago Bernabéu,Avión,10,10
2024-06-20,Hombre,España,Madrid,Sólo,Residente,8,8,10,Los había visto anteriormente,10,10,10,10,10,10,10,9,10,Sí,10,10,10,10,No ha buscado información,10,10,25-44,Cultura,10,10,10,10,PIT Cuesta de Moyano,Residente,10,8
2024-06-20,Mujer,Estados Unidos,Madrid,Con amigos,3 noches,9,9,9,Los ha encontrado en su recorrido,9,9,9,9,9,9,9,9,9,Sí,9,9,9,9,Internet/web (Indicar páginas),9,9,25-44,"Ocio, recreo y vacaciones",9,9,9,9,PIT de Callao,Tren,9,9
2024-06-20,Mujer,España,Madrid,Residente,Residente,10,10,10,Los había visto anteriormente,10,10,10,10,10,8,8,10,10,Sí,8,8,10,10,No ha buscado información,8,10,45-64,Residente,10,10,7,8,PIT Palacio Real,Residente,10,7
2024-06-20,Hombre,España,Granada,En familia,De 4 a 7 noches,10,10,10,Los había visto anteriormente,10,10,10,10,10,10,10,10,10,Sí,10,10,10,10,No ha buscado información,10,10,+65,Familia,10,10,10,10,PIT de Callao,Autobús,10,10
2024-06-20,Mujer,España,León,Con amigos,2 noches,8,8,8,Los ha encontrado en su recorrido,8,8,8,8,8,8,8,8,8,Sí,8,8,8,8,No ha buscado información,8,8,+65,"Ocio, recreo y vacaciones",8,8,8,8,PIT de Callao,Tren,8,8
2024-06-20,Mujer,España,Madrid,Residente,Residente,9,9,9,Los había visto anteriormente,9,9,9,9,9,9,9,9,9,Sí,9,9,9,9,No ha buscado información,9,9,45-64,Residente,9,9,9,9,PIT de Callao,Residente,9,9
2024-06-20,Hombre,España,Madrid,En pareja,Residente,10,10,10,Los había visto anteriormente,10,10,10,10,10,10,10,10,10,Sí,10,10,10,10,No ha buscado información,10,10,+65,Residente,10,10,10,10,PIT de Callao,Residente,10,10
2024-06-20,Mujer,Colombia,Madrid,Sólo,De 1 a 2 semanas,10,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,9,10,10,10,Sí,9,9,9,10,No ha buscado información,1,10,45-64,Familia,10,10,9,10,PIT de Estadio Santiago Bernabéu,Avión,10,9
2024-06-20,Mujer,Grecia,Madrid,En pareja,3 noches,10,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,9,9,10,10,Sí,9,9,10,10,Otros (Indicar),9,10,25-44,"Ocio, recreo y vacaciones",10,10,9,9,PIT de CentroCentro,Avión,10,9
2024-06-20,Hombre,Francia,Madrid,En pareja,3 noches,10,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,9,10,8,9,Sí,9,9,8,9,Otros (Indicar),9,7,+65,"Ocio, recreo y vacaciones",10,8,9,9,PIT de Atocha,Avión,10,9
2024-06-20,Hombre,España,Albacete,Sólo,2 noches,10,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,10,10,10,10,Sí,10,10,10,10,Otros (Indicar),10,10,15-24,"Ocio, recreo y vacaciones",10,10,10,10,PIT del Paseo del Prado,Autobús,10,10
2024-06-20,Mujer,España,Cuenca,En pareja,1 noche,10,10,10,Otros,10,9,9,10,9,10,9,9,9,Sí,10,9,10,9,No ha buscado información,10,10,+65,"Ocio, recreo y vacaciones",10,9,9,9,PIT del Paseo del Prado,Otro (Indicar),9,10
2024-06-20,Mujer,España,Madrid,Residente,Residente,10,10,10,Los había visto anteriormente,10,10,10,10,10,10,10,10,10,Sí,9,10,10,10,No ha buscado información,2,10,+65,Residente,10,10,9,10,PIT del Paseo del Prado,Residente,10,10
2024-06-20,Hombre,España,Madrid,Sólo,Residente,10,10,10,Los había visto anteriormente,10,10,10,10,10,9,10,10,10,Sí,9,9,10,10,No ha buscado información,4,10,+65,Residente,10,10,9,10,PIT de Callao,Residente,10,8
2024-06-20,Mujer,España,Madrid,Residente,Residente,8,8,8,Los había visto anteriormente,8,8,8,8,8,8,7,8,8,Sí,7,7,8,8,No ha buscado información,2,8,45-64,"Ocio, recreo y vacaciones",8,8,7,8,PIT del Paseo del Prado,Residente,8,7
2024-06-20,Hombre,Reino Unido,Madrid,En pareja,3 noches,10,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,10,7,10,10,Sí,10,10,10,10,Guías turísticas publicadas sobre la ciudad,10,10,+65,"Ocio, recreo y vacaciones",10,10,6,10,Centro de Turismo de la Plaza Mayor,Avión,10,6
2024-06-20,Mujer,España,Santa Cruz de Tenerife,En familia,3 noches,9,10,10,Los ha encontrado en su recorrido,10,10,10,10,9,8,10,9,10,Sí,7,10,9,10,No ha buscado información,9,8,25-44,"Ocio, recreo y vacaciones",10,9,9,10,PIT del Aeropuerto T-4,Avión,10,8
2024-06-20,Hombre,Portugal,Madrid,En familia,3 noches,9,8,10,Los ha encontrado en su recorrido,10,9,10,10,9,9,10,8,10,Sí,9,10,9,9,Internet/web (Indicar páginas),8,1,45-64,"Ocio, recreo y vacaciones",9,10,9,9,PIT del Aeropuerto T-4,Avión,10,10
2024-06-20,Mujer,Bulgaria,Madrid,En pareja,3 noches,10,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,10,10,10,10,No,10,10,10,10,Guías turísticas publicadas sobre la ciudad,10,10,25-44,"Ocio, recreo y vacaciones",10,10,10,10,PIT Palacio Real,Avión,9,10
2024-06-20,Mujer,Argentina,Madrid,En familia,De 4 a 7 noches,9,9,9,Los ha encontrado en su recorrido,9,9,9,9,9,10,10,10,9,Sí,10,10,10,10,Internet/web (Indicar páginas),10,10,45-64,"Ocio, recreo y vacaciones",9,10,10,10,PIT de CentroCentro,Avión,9,10
2024-06-20,Hombre,España,Madrid,Residente,Residente,10,10,10,Los había visto anteriormente,10,10,10,10,10,9,10,8,7,Sí,9,9,7,6,No ha buscado información,1,8,+65,Residente,10,7,9,7,PIT de CentroCentro,Residente,10,10
2024-06-20,Hombre,Estados Unidos,Madrid,En pareja,2 noches,8,9,10,Los ha encontrado en su recorrido,10,10,10,10,8,9,10,9,10,Sí,10,10,9,9,Internet/web (Indicar páginas),8,8,45-64,"Ocio, recreo y vacaciones",10,9,10,10,PIT del Aeropuerto T-4,Avión,10,10
2024-06-20,Hombre,México,Madrid,En pareja,3 noches,9,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,9,10,10,10,Sí,9,9,9,9,Otros (Indicar),8,10,45-64,"Ocio, recreo y vacaciones",10,9,10,9,PIT Palacio Real,Avión,10,10
2024-06-20,Mujer,España,Valladolid,En pareja,1 noche,10,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,10,10,10,10,Sí,10,10,10,10,No ha buscado información,10,10,45-64,"Ocio, recreo y vacaciones",10,10,10,10,Centro de Turismo de la Plaza Mayor,Coche particular,10,10
2024-06-20,Hombre,Singapur,Madrid,En familia,3 noches,10,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,10,10,10,10,Sí,10,10,10,10,Internet/web (Indicar páginas),10,10,25-44,Idiomas,10,10,10,10,PIT Palacio Real,Tren,10,10
2024-06-20,Mujer,Japón,Madrid,Sólo,De 4 a 7 noches,10,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,10,10,10,10,Sí,10,10,10,10,No ha buscado información,10,10,45-64,"Ocio, recreo y vacaciones",10,10,9,10,Centro de Turismo de la Plaza Mayor,Avión,10,10
2024-06-20,Mujer,España,Madrid,Residente,Residente,10,10,10,Los había visto anteriormente,10,10,10,10,10,10,10,10,10,Sí,10,10,10,10,No ha buscado información,10,10,45-64,Residente,10,10,10,10,PIT Palacio Real,Residente,10,10
2024-06-20,Hombre,España,Madrid,Residente,Residente,10,10,10,Los había visto anteriormente,10,10,10,10,9,10,10,7,10,Sí,10,10,10,10,No ha buscado información,10,10,15-24,Residente,10,10,10,10,PIT Palacio Real,Residente,10,10
2024-06-20,Hombre,España,Badajoz,En familia,3 noches,9,10,10,Los ha encontrado en su recorrido,10,8,9,10,9,7,10,9,9,No,9,6,9,10,Otros (Indicar),7,10,45-64,Negocios,8,10,5,9,PIT Palacio Real,Autobús,10,8
2024-06-20,Mujer,España,Granada,Con amigos,2 noches,10,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,10,10,10,10,Sí,9,9,10,10,No ha buscado información,7,10,45-64,Ver un espectáculo en particular (Indicar cuál),10,10,9,10,PIT de Callao,Tren,10,8
2024-06-20,Mujer,España,Madrid,Residente,Residente,10,10,10,Los había visto anteriormente,10,10,10,10,10,10,10,9,8,Sí,9,9,10,10,No ha buscado información,10,10,45-64,Residente,10,10,9,8,PIT Cuesta de Moyano,Residente,10,10
2024-06-20,Hombre,España,Madrid,Residente,Residente,10,10,10,Los había visto anteriormente,10,10,10,10,10,9,10,9,10,Sí,6,10,9,10,No ha buscado información,9,7,15-24,Residente,10,8,7,10,PIT Cuesta de Moyano,Residente,10,10
2024-06-20,Mujer,España,Barcelona,Sólo,3 noches,9,7,10,Los ha encontrado en su recorrido,8,8,10,10,10,5,10,9,10,No,9,9,10,10,Teléfono,8,6,45-64,Familia,8,10,6,10,PIT Palacio Real,Tren,10,7
2024-06-20,Mujer,Colombia,Madrid,En familia,2 noches,10,10,10,Los había visto anteriormente,10,10,10,10,10,10,10,10,10,Sí,10,10,10,10,Guías turísticas publicadas sobre la ciudad,10,10,25-44,"Ocio, recreo y vacaciones",10,10,10,10,Centro de Turismo de la Plaza Mayor,Avión,10,10
2024-06-20,Mujer,España,Madrid,Residente,Residente,7,10,10,Los había visto anteriormente,10,10,10,10,9,8,10,9,9,Sí,9,8,10,10,No ha buscado información,8,10,25-44,Residente,10,10,8,9,PIT Palacio Real,Residente,10,9
2024-06-20,Mujer,España,Madrid,Residente,Residente,9,9,10,Los había visto anteriormente,10,10,10,10,8,8,10,10,10,Sí,5,10,9,10,No ha buscado información,7,9,45-64,Residente,10,9,8,10,PIT del Aeropuerto T-4,Residente,10,9
2024-06-20,Mujer,Francia,Madrid,En pareja,3 noches,9,10,10,Los ha encontrado en su recorrido,10,10,10,10,7,9,10,8,8,Sí,9,9,9,10,Guías turísticas publicadas sobre la ciudad,8,10,+65,"Ocio, recreo y vacaciones",10,9,7,9,PIT Palacio Real,Avión,10,8
2024-06-20,Mujer,España,Palencia,En pareja,3 noches,5,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,9,8,10,9,Sí,9,9,9,10,No ha buscado información,6,10,+65,"Ocio, recreo y vacaciones",10,10,9,10,PIT del Paseo del Prado,Tren,10,8
2024-06-20,Hombre,Reino Unido,Madrid,En pareja,3 noches,6,10,10,Los ha encontrado en su recorrido,10,10,10,10,8,8,10,10,8,Sí,8,7,10,10,Guías turísticas publicadas sobre la ciudad,7,10,45-64,"Ocio, recreo y vacaciones",10,10,8,9,PIT del Paseo del Prado,Avión,10,7
2024-06-20,Mujer,España,Barcelona,En pareja,3 noches,10,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,10,10,10,10,Sí,9,9,10,10,Internet/web (Indicar páginas),10,10,45-64,"Ocio, recreo y vacaciones",10,10,9,10,PIT de Atocha,Tren,10,10
2024-06-20,Mujer,España,Islas Baleares,En pareja,3 noches,7,10,7,Los ha encontrado en su recorrido,10,10,10,10,6,10,7,10,10,Sí,10,10,10,10,Internet/web (Indicar páginas),7,10,25-44,Cultura,10,10,6,10,Centro de Turismo de la Plaza Mayor,Avión,10,6
2024-06-20,Mujer,Francia,Madrid,En familia,De 1 a 2 semanas,10,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,10,10,10,10,Sí,10,10,10,10,Internet/web (Indicar páginas),10,10,+65,"Ocio, recreo y vacaciones",10,10,10,10,PIT de CentroCentro,Tren,10,10
2024-06-20,Mujer,Francia,Madrid,En familia,De 1 a 2 semanas,10,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,10,10,10,10,Sí,10,10,10,10,Internet/web (Indicar páginas),10,10,25-44,"Ocio, recreo y vacaciones",10,10,10,10,PIT de CentroCentro,Tren,10,10
